Provider_ID,Measure_ID,Value,Footnote,Start_Date,End_Date
190268,MSPB-1, 1.013915,,01012016,12312016
190298,MSPB-1,  .993733,,01012016,12312016
200008,MSPB-1,  .990275,,01012016,12312016
200050,MSPB-1,  .910810,,01012016,12312016
220011,MSPB-1,  .988831,,01012016,12312016
220012,MSPB-1, 1.023066,,01012016,12312016
220030,MSPB-1,  .947974,,01012016,12312016
220060,MSPB-1,  .998620,,01012016,12312016
220090,MSPB-1,  .997186,,01012016,12312016
220171,MSPB-1, 1.004141,,01012016,12312016
230020,MSPB-1, 1.028778,,01012016,12312016
230021,MSPB-1,  .957612,,01012016,12312016
230046,MSPB-1,  .981054,,01012016,12312016
230055,MSPB-1,  .954835,,01012016,12312016
230078,MSPB-1,  .855744,,01012016,12312016
230085,MSPB-1,  .911159,,01012016,12312016
230092,MSPB-1,  .938061,,01012016,12312016
230117,MSPB-1,  .932256,,01012016,12312016
230273,MSPB-1, 1.027668,,01012016,12312016
240004,MSPB-1,  .949274,,01012016,12312016
240040,MSPB-1, 1.009592,,01012016,12312016
240059,MSPB-1,  .853798,,01012016,12312016
240064,MSPB-1,  .893157,,01012016,12312016
240076,MSPB-1,  .872353,,01012016,12312016
240080,MSPB-1,  .985387,,01012016,12312016
240101,MSPB-1,  .847168,,01012016,12312016
240207,MSPB-1,  .902956,,01012016,12312016
250002,MSPB-1,  .974626,,01012016,12312016
250006,MSPB-1,  .988468,,01012016,12312016
250084,MSPB-1, 1.103669,,01012016,12312016
250097,MSPB-1,  .954774,,01012016,12312016
250124,MSPB-1, 1.025595,,01012016,12312016
260005,MSPB-1,  .995139,,01012016,12312016
260023,MSPB-1, 1.001181,,01012016,12312016
260024,MSPB-1,  .878472,,01012016,12312016
260032,MSPB-1,  .989101,,01012016,12312016
260059,MSPB-1,  .889024,,01012016,12312016
260068,MSPB-1,  .970956,,01012016,12312016
260074,MSPB-1,  .927674,,01012016,12312016
260077,MSPB-1,  .961406,,01012016,12312016
260081,MSPB-1,  .970646,,01012016,12312016
260113,MSPB-1,  .969760,,01012016,12312016
260138,MSPB-1, 1.002900,,01012016,12312016
260176,MSPB-1,  .992164,,01012016,12312016
260177,MSPB-1, 1.028537,,01012016,12312016
260180,MSPB-1, 1.001824,,01012016,12312016
270012,MSPB-1,  .994496,,01012016,12312016
270051,MSPB-1,  .954757,,01012016,12312016
270089,MSPB-1,Not Available,1-The number of cases/patients is too few to report,01012016,12312016
280020,MSPB-1,  .990363,,01012016,12312016
280032,MSPB-1,  .987537,,01012016,12312016
280040,MSPB-1, 1.035588,,01012016,12312016
300029,MSPB-1, 1.020742,,01012016,12312016
300034,MSPB-1, 1.007267,,01012016,12312016
310014,MSPB-1, 1.015956,,01012016,12312016
050589,MSPB-1, 1.115195,,01012016,12312016
050603,MSPB-1,  .974702,,01012016,12312016
050609,MSPB-1,  .846555,,01012016,12312016
050689,MSPB-1,  .951475,,01012016,12312016
050727,MSPB-1, 1.150902,,01012016,12312016
050738,MSPB-1, 1.459099,,01012016,12312016
140179,MSPB-1, 1.021665,,01012016,12312016
140181,MSPB-1,  .996072,,01012016,12312016
140213,MSPB-1, 1.048004,,01012016,12312016
140231,MSPB-1,  .990970,,01012016,12312016
140288,MSPB-1, 1.043092,,01012016,12312016
140291,MSPB-1, 1.009892,,01012016,12312016
140300,MSPB-1,  .752682,,01012016,12312016
150030,MSPB-1,  .977287,,01012016,12312016
150046,MSPB-1, 1.053617,,01012016,12312016
150051,MSPB-1, 1.026090,,01012016,12312016
380102,MSPB-1,  .893001,,01012016,12312016
390071,MSPB-1,  .950934,,01012016,12312016
390072,MSPB-1, 1.078363,,01012016,12312016
390115,MSPB-1, 1.011474,,01012016,12312016
390138,MSPB-1,  .847759,,01012016,12312016
390142,MSPB-1, 1.034364,,01012016,12312016
390163,MSPB-1,  .978779,,01012016,12312016
390168,MSPB-1, 1.004069,,01012016,12312016
390173,MSPB-1, 1.000632,,01012016,12312016
390183,MSPB-1,  .964062,,01012016,12312016
390197,MSPB-1, 1.072859,,01012016,12312016
410001,MSPB-1, 1.023550,,01012016,12312016
410007,MSPB-1, 1.004380,,01012016,12312016
410011,MSPB-1,  .940456,,01012016,12312016
420015,MSPB-1, 1.044782,,01012016,12312016
420033,MSPB-1,  .867193,,01012016,12312016
420057,MSPB-1,  .936294,,01012016,12312016
420066,MSPB-1,  .954981,,01012016,12312016
420080,MSPB-1,  .985315,,01012016,12312016
420098,MSPB-1,  .955988,,01012016,12312016
420101,MSPB-1, 1.033750,,01012016,12312016
430008,MSPB-1,  .811641,,01012016,12312016
430077,MSPB-1, 1.020783,,01012016,12312016
440001,MSPB-1,  .954324,,01012016,12312016
440006,MSPB-1, 1.021319,,01012016,12312016
440007,MSPB-1, 1.058496,,01012016,12312016
440011,MSPB-1,  .964596,,01012016,12312016
440020,MSPB-1, 1.018222,,01012016,12312016
440035,MSPB-1, 1.000822,,01012016,12312016
440048,MSPB-1, 1.021554,,01012016,12312016
440067,MSPB-1, 1.108488,,01012016,12312016
440082,MSPB-1, 1.022430,,01012016,12312016
440111,MSPB-1,  .951512,,01012016,12312016
110125,MSPB-1,  .960116,,01012016,12312016
110130,MSPB-1,  .838918,,01012016,12312016
110135,MSPB-1, 1.034894,,01012016,12312016
110153,MSPB-1,  .899923,,01012016,12312016
110191,MSPB-1,  .970141,,01012016,12312016
120022,MSPB-1,  .941797,,01012016,12312016
130049,MSPB-1, 1.038342,,01012016,12312016
140029,MSPB-1, 1.073332,,01012016,12312016
140046,MSPB-1,  .994440,,01012016,12312016
140065,MSPB-1, 1.093780,,01012016,12312016
140067,MSPB-1,  .961971,,01012016,12312016
140093,MSPB-1, 1.004492,,01012016,12312016
140113,MSPB-1,  .999271,,01012016,12312016
140162,MSPB-1,  .973094,,01012016,12312016
450825,MSPB-1,  .878529,,01012016,12312016
450831,MSPB-1,Not Available,1-The number of cases/patients is too few to report,01012016,12312016
450877,MSPB-1, 1.115825,,01012016,12312016
450880,MSPB-1, 1.148105,,01012016,12312016
460005,MSPB-1, 1.035027,,01012016,12312016
460006,MSPB-1,  .970354,,01012016,12312016
460015,MSPB-1,  .937428,,01012016,12312016
460026,MSPB-1, 1.044898,,01012016,12312016
460044,MSPB-1,  .914762,,01012016,12312016
460051,MSPB-1, 1.021058,,01012016,12312016
490007,MSPB-1,  .970566,,01012016,12312016
490013,MSPB-1,  .899142,,01012016,12312016
490019,MSPB-1,  .936561,,01012016,12312016
490057,MSPB-1,  .968007,,01012016,12312016
490060,MSPB-1,  .893890,,01012016,12312016
490069,MSPB-1,  .966261,,01012016,12312016
490094,MSPB-1,  .931754,,01012016,12312016
490098,MSPB-1,  .953584,,01012016,12312016
490112,MSPB-1,  .989620,,01012016,12312016
490119,MSPB-1,  .929209,,01012016,12312016
490126,MSPB-1,  .915541,,01012016,12312016
490141,MSPB-1,  .979287,,01012016,12312016
500007,MSPB-1,  .930307,,01012016,12312016
500008,MSPB-1, 1.005522,,01012016,12312016
500014,MSPB-1,  .942143,,01012016,12312016
500037,MSPB-1,  .844388,,01012016,12312016
500124,MSPB-1,  .965464,,01012016,12312016
510013,MSPB-1, 1.005294,,01012016,12312016
510077,MSPB-1,  .895507,,01012016,12312016
510091,MSPB-1,  .840428,,01012016,12312016
520004,MSPB-1,  .924742,,01012016,12312016
520021,MSPB-1,  .976084,,01012016,12312016
520028,MSPB-1,  .939610,,01012016,12312016
520051,MSPB-1,  .958267,,01012016,12312016
520059,MSPB-1,  .951940,,01012016,12312016
520078,MSPB-1,  .964533,,01012016,12312016
520089,MSPB-1,  .937877,,01012016,12312016
520100,MSPB-1,  .980075,,01012016,12312016
520109,MSPB-1,  .912091,,01012016,12312016
520138,MSPB-1,  .984137,,01012016,12312016
340158,MSPB-1,  .920427,,01012016,12312016
340159,MSPB-1,  .890117,,01012016,12312016
340173,MSPB-1,  .963455,,01012016,12312016
350011,MSPB-1,  .974760,,01012016,12312016
360006,MSPB-1, 1.013209,,01012016,12312016
360041,MSPB-1, 1.052939,,01012016,12312016
360144,MSPB-1, 1.033812,,01012016,12312016
360145,MSPB-1, 1.025104,,01012016,12312016
360155,MSPB-1,  .977357,,01012016,12312016
360197,MSPB-1, 1.030499,,01012016,12312016
360266,MSPB-1,  .909819,,01012016,12312016
360352,MSPB-1,  .998942,,01012016,12312016
370004,MSPB-1,  .941694,,01012016,12312016
370008,MSPB-1, 1.011845,,01012016,12312016
370032,MSPB-1, 1.071948,,01012016,12312016
380029,MSPB-1,  .882014,,01012016,12312016
380071,MSPB-1,  .873559,,01012016,12312016
450422,MSPB-1,  .985413,,01012016,12312016
450498,MSPB-1, 1.043931,,01012016,12312016
450537,MSPB-1, 1.181282,,01012016,12312016
450617,MSPB-1, 1.077980,,01012016,12312016
450647,MSPB-1, 1.046238,,01012016,12312016
450661,MSPB-1, 1.041655,,01012016,12312016
450677,MSPB-1, 1.056532,,01012016,12312016
450686,MSPB-1, 1.044413,,01012016,12312016
110030,MSPB-1,  .972266,,01012016,12312016
110074,MSPB-1,  .917269,,01012016,12312016
010139,MSPB-1, 1.049936,,01012016,12312016
030011,MSPB-1, 1.023001,,01012016,12312016
030037,MSPB-1,  .976008,,01012016,12312016
030087,MSPB-1, 1.020892,,01012016,12312016
030093,MSPB-1,  .940838,,01012016,12312016
030119,MSPB-1,  .999170,,01012016,12312016
030123,MSPB-1,  .955457,,01012016,12312016
050067,MSPB-1,  .886749,,01012016,12312016
050071,MSPB-1,  .855982,,01012016,12312016
050110,MSPB-1,  .903251,,01012016,12312016
050115,MSPB-1, 1.027389,,01012016,12312016
050131,MSPB-1,  .943501,,01012016,12312016
050481,MSPB-1, 1.019420,,01012016,12312016
050568,MSPB-1,  .974031,,01012016,12312016
050677,MSPB-1,  .749235,,01012016,12312016
410013,MSPB-1,  .969172,,01012016,12312016
420011,MSPB-1, 1.129654,,01012016,12312016
420071,MSPB-1, 1.074390,,01012016,12312016
440058,MSPB-1,  .976610,,01012016,12312016
440073,MSPB-1,  .978268,,01012016,12312016
450058,MSPB-1, 1.041638,,01012016,12312016
450369,MSPB-1,  .959306,,01012016,12312016
450571,MSPB-1,  .986621,,01012016,12312016
450596,MSPB-1, 1.041550,,01012016,12312016
450634,MSPB-1, 1.055283,,01012016,12312016
150113,MSPB-1,  .977312,,01012016,12312016
150168,MSPB-1,  .944321,,01012016,12312016
180035,MSPB-1, 1.022233,,01012016,12312016
180066,MSPB-1,  .908813,,01012016,12312016
180115,MSPB-1,  .921550,,01012016,12312016
340030,MSPB-1,  .949762,,01012016,12312016
220024,MSPB-1,  .983362,,01012016,12312016
240014,MSPB-1,  .870480,,01012016,12312016
240053,MSPB-1,  .904107,,01012016,12312016
240088,MSPB-1,  .876944,,01012016,12312016
260142,MSPB-1,  .846855,,01012016,12312016
290053,MSPB-1, 1.074281,,01012016,12312016
320003,MSPB-1,  .731328,,01012016,12312016
320074,MSPB-1,  .868961,,01012016,12312016
330049,MSPB-1,  .948460,,01012016,12312016
330085,MSPB-1,  .904980,,01012016,12312016
330111,MSPB-1,  .949405,,01012016,12312016
130003,MSPB-1,  .985640,,01012016,12312016
140063,MSPB-1,  .990256,,01012016,12312016
460014,MSPB-1, 1.038851,,01012016,12312016
490075,MSPB-1,  .968266,,01012016,12312016
490117,MSPB-1,  .995556,,01012016,12312016
510047,MSPB-1,  .969923,,01012016,12312016
510071,MSPB-1,  .972509,,01012016,12312016
520008,MSPB-1, 1.020689,,01012016,12312016
520087,MSPB-1,  .950310,,01012016,12312016
360056,MSPB-1,  .972343,,01012016,12312016
360075,MSPB-1,  .994417,,01012016,12312016
360082,MSPB-1, 1.047023,,01012016,12312016
360098,MSPB-1, 1.010594,,01012016,12312016
360148,MSPB-1,  .934954,,01012016,12312016
370202,MSPB-1,  .974452,,01012016,12312016
380004,MSPB-1,  .913468,,01012016,12312016
380060,MSPB-1,  .864971,,01012016,12312016
390041,MSPB-1, 1.003613,,01012016,12312016
390058,MSPB-1, 1.033966,,01012016,12312016
390233,MSPB-1, 1.025756,,01012016,12312016
670006,MSPB-1, 1.042669,,01012016,12312016
670043,MSPB-1,  .986037,,01012016,12312016
670044,MSPB-1, 1.084058,,01012016,12312016
670055,MSPB-1, 1.101282,,01012016,12312016
670056,MSPB-1, 1.068521,,01012016,12312016
670075,MSPB-1, 1.119455,,01012016,12312016
670112,MSPB-1, 1.134337,,01012016,12312016
070006,MSPB-1, 1.052866,,01012016,12312016
070027,MSPB-1,  .981877,,01012016,12312016
070031,MSPB-1, 1.020541,,01012016,12312016
100018,MSPB-1, 1.035125,,01012016,12312016
100054,MSPB-1,  .956400,,01012016,12312016
100256,MSPB-1, 1.023138,,01012016,12312016
100315,MSPB-1,  .957886,,01012016,12312016
110027,MSPB-1, 1.046385,,01012016,12312016
440151,MSPB-1, 1.070281,,01012016,12312016
440175,MSPB-1, 1.043854,,01012016,12312016
440231,MSPB-1, 1.321506,,01012016,12312016
450054,MSPB-1,  .967010,,01012016,12312016
450056,MSPB-1, 1.060513,,01012016,12312016
450102,MSPB-1, 1.076690,,01012016,12312016
450104,MSPB-1, 1.134050,,01012016,12312016
450130,MSPB-1, 1.014009,,01012016,12312016
450193,MSPB-1, 1.023135,,01012016,12312016
450196,MSPB-1, 1.085929,,01012016,12312016
030083,MSPB-1,  .979653,,01012016,12312016
030088,MSPB-1,  .978614,,01012016,12312016
040004,MSPB-1, 1.011513,,01012016,12312016
040010,MSPB-1,  .958961,,01012016,12312016
040011,MSPB-1,  .832834,,01012016,12312016
040017,MSPB-1,  .882668,,01012016,12312016
040076,MSPB-1,  .873705,,01012016,12312016
050043,MSPB-1, 1.013399,,01012016,12312016
050056,MSPB-1,  .973544,,01012016,12312016
050078,MSPB-1, 1.063961,,01012016,12312016
050084,MSPB-1,  .965575,,01012016,12312016
050096,MSPB-1, 1.441818,,01012016,12312016
050107,MSPB-1,  .900256,,01012016,12312016
050133,MSPB-1,  .954473,,01012016,12312016
050135,MSPB-1, 1.212055,,01012016,12312016
050180,MSPB-1,  .979670,,01012016,12312016
050222,MSPB-1,  .947862,,01012016,12312016
050262,MSPB-1,  .984786,,01012016,12312016
050308,MSPB-1, 1.017299,,01012016,12312016
050342,MSPB-1,  .902583,,01012016,12312016
050348,MSPB-1,  .995049,,01012016,12312016
050376,MSPB-1,  .997593,,01012016,12312016
050394,MSPB-1,  .964412,,01012016,12312016
050424,MSPB-1,  .951840,,01012016,12312016
050488,MSPB-1, 1.044817,,01012016,12312016
050492,MSPB-1, 1.037519,,01012016,12312016
050510,MSPB-1,  .862623,,01012016,12312016
050517,MSPB-1,  .948419,,01012016,12312016
050760,MSPB-1,  .842136,,01012016,12312016
050772,MSPB-1,  .842654,,01012016,12312016
060001,MSPB-1, 1.027914,,01012016,12312016
060010,MSPB-1,  .919228,,01012016,12312016
060014,MSPB-1, 1.039073,,01012016,12312016
060030,MSPB-1, 1.008589,,01012016,12312016
060103,MSPB-1,  .964195,,01012016,12312016
060116,MSPB-1,  .951097,,01012016,12312016
060117,MSPB-1,  .953903,,01012016,12312016
060126,MSPB-1, 1.042474,,01012016,12312016
070002,MSPB-1, 1.022985,,01012016,12312016
070034,MSPB-1,  .974727,,01012016,12312016
070035,MSPB-1, 1.003803,,01012016,12312016
070040,MSPB-1,  .883057,,01012016,12312016
090003,MSPB-1,  .931687,,01012016,12312016
100008,MSPB-1, 1.008924,,01012016,12312016
100051,MSPB-1,  .964165,,01012016,12312016
100081,MSPB-1, 1.075090,,01012016,12312016
100084,MSPB-1, 1.011362,,01012016,12312016
100092,MSPB-1, 1.022944,,01012016,12312016
100121,MSPB-1, 1.037441,,01012016,12312016
100127,MSPB-1, 1.044888,,01012016,12312016
100132,MSPB-1, 1.026450,,01012016,12312016
100135,MSPB-1, 1.008770,,01012016,12312016
100140,MSPB-1,  .921838,,01012016,12312016
100157,MSPB-1,  .984713,,01012016,12312016
100161,MSPB-1, 1.003858,,01012016,12312016
100173,MSPB-1, 1.087848,,01012016,12312016
100179,MSPB-1, 1.034734,,01012016,12312016
100181,MSPB-1, 1.079161,,01012016,12312016
100212,MSPB-1, 1.035146,,01012016,12312016
100228,MSPB-1, 1.055854,,01012016,12312016
100231,MSPB-1,  .983563,,01012016,12312016
100307,MSPB-1,  .959163,,01012016,12312016
100322,MSPB-1,  .975945,,01012016,12312016
110010,MSPB-1,  .960708,,01012016,12312016
110032,MSPB-1, 1.006650,,01012016,12312016
110039,MSPB-1, 1.010696,,01012016,12312016
110045,MSPB-1,  .899982,,01012016,12312016
010032,MSPB-1,  .864638,,01012016,12312016
010039,MSPB-1, 1.005735,,01012016,12312016
010040,MSPB-1, 1.043336,,01012016,12312016
010047,MSPB-1,  .914691,,01012016,12312016
010062,MSPB-1, 1.010763,,01012016,12312016
010073,MSPB-1,  .972676,,01012016,12312016
010138,MSPB-1, 1.208204,,01012016,12312016
020012,MSPB-1,  .855017,,01012016,12312016
030023,MSPB-1,  .964311,,01012016,12312016
030043,MSPB-1,  .941475,,01012016,12312016
150059,MSPB-1, 1.055755,,01012016,12312016
150075,MSPB-1,  .916433,,01012016,12312016
150153,MSPB-1,  .957535,,01012016,12312016
150176,MSPB-1, 1.057059,,01012016,12312016
160008,MSPB-1,  .960269,,01012016,12312016
160030,MSPB-1,  .951278,,01012016,12312016
160083,MSPB-1,  .942847,,01012016,12312016
160101,MSPB-1,  .956187,,01012016,12312016
160122,MSPB-1,  .835549,,01012016,12312016
170123,MSPB-1, 1.031407,,01012016,12312016
170175,MSPB-1,  .940787,,01012016,12312016
170185,MSPB-1,  .974157,,01012016,12312016
170188,MSPB-1,  .926012,,01012016,12312016
170190,MSPB-1,  .853241,,01012016,12312016
170201,MSPB-1, 2.627601,,01012016,12312016
180020,MSPB-1,  .884951,,01012016,12312016
180021,MSPB-1,  .841338,,01012016,12312016
180040,MSPB-1,  .987509,,01012016,12312016
180049,MSPB-1, 1.023321,,01012016,12312016
180050,MSPB-1,  .906781,,01012016,12312016
180132,MSPB-1,  .968892,,01012016,12312016
190006,MSPB-1,  .985746,,01012016,12312016
190041,MSPB-1, 1.073001,,01012016,12312016
190065,MSPB-1,  .994590,,01012016,12312016
330128,MSPB-1, 1.067395,,01012016,12312016
330158,MSPB-1, 1.079989,,01012016,12312016
330169,MSPB-1, 1.011785,,01012016,12312016
330188,MSPB-1,  .967737,,01012016,12312016
330205,MSPB-1, 1.007904,,01012016,12312016
330214,MSPB-1, 1.032223,,01012016,12312016
330222,MSPB-1,  .902962,,01012016,12312016
330223,MSPB-1,  .806520,,01012016,12312016
330224,MSPB-1, 1.023557,,01012016,12312016
330234,MSPB-1, 1.076467,,01012016,12312016
330236,MSPB-1, 1.053985,,01012016,12312016
330238,MSPB-1,  .884221,,01012016,12312016
310021,MSPB-1, 1.065893,,01012016,12312016
310024,MSPB-1, 1.160759,,01012016,12312016
310025,MSPB-1, 1.069695,,01012016,12312016
310038,MSPB-1, 1.068149,,01012016,12312016
310045,MSPB-1, 1.041819,,01012016,12312016
310050,MSPB-1,  .970060,,01012016,12312016
310058,MSPB-1, 1.016484,,01012016,12312016
310076,MSPB-1, 1.057082,,01012016,12312016
310092,MSPB-1, 1.110350,,01012016,12312016
320018,MSPB-1, 1.009452,,01012016,12312016
320061,MSPB-1,  .785050,,01012016,12312016
330005,MSPB-1,  .964241,,01012016,12312016
330059,MSPB-1,  .965373,,01012016,12312016
110079,MSPB-1,  .947037,,01012016,12312016
110082,MSPB-1,  .934095,,01012016,12312016
110089,MSPB-1,  .945768,,01012016,12312016
110091,MSPB-1,  .982585,,01012016,12312016
110104,MSPB-1,  .845200,,01012016,12312016
330273,MSPB-1,  .997067,,01012016,12312016
330340,MSPB-1,  .959274,,01012016,12312016
330403,MSPB-1,Not Available,1-The number of cases/patients is too few to report,01012016,12312016
340008,MSPB-1,  .896179,,01012016,12312016
340028,MSPB-1,  .950581,,01012016,12312016
340047,MSPB-1,  .984056,,01012016,12312016
340087,MSPB-1,  .938186,,01012016,12312016
340097,MSPB-1,  .982933,,01012016,12312016
340109,MSPB-1,  .916209,,01012016,12312016
340120,MSPB-1,  .846213,,01012016,12312016
340129,MSPB-1,  .940245,,01012016,12312016
190090,MSPB-1, 1.083263,,01012016,12312016
190146,MSPB-1,  .975274,,01012016,12312016
190190,MSPB-1,  .836432,,01012016,12312016
190205,MSPB-1,Not Available,1-The number of cases/patients is too few to report,01012016,12312016
190208,MSPB-1,  .911556,,01012016,12312016
190307,MSPB-1,Not Available,1-The number of cases/patients is too few to report,01012016,12312016
200033,MSPB-1, 1.018017,,01012016,12312016
220029,MSPB-1, 1.048336,,01012016,12312016
220070,MSPB-1, 1.058549,,01012016,12312016
220177,MSPB-1,  .734515,,01012016,12312016
230024,MSPB-1, 1.004444,,01012016,12312016
230059,MSPB-1,  .952925,,01012016,12312016
230066,MSPB-1,  .951203,,01012016,12312016
230077,MSPB-1,  .967822,,01012016,12312016
230099,MSPB-1,  .988554,,01012016,12312016
240010,MSPB-1,  .966799,,01012016,12312016
240030,MSPB-1,  .884938,,01012016,12312016
240071,MSPB-1,  .857589,,01012016,12312016
240100,MSPB-1,  .878529,,01012016,12312016
240106,MSPB-1,  .983140,,01012016,12312016
240210,MSPB-1,  .901762,,01012016,12312016
240214,MSPB-1,  .849712,,01012016,12312016
250027,MSPB-1, 1.025827,,01012016,12312016
250042,MSPB-1,  .905698,,01012016,12312016
250043,MSPB-1,  .869785,,01012016,12312016
250050,MSPB-1, 1.009155,,01012016,12312016
