Provider_ID,Hospital_Name,State,AvgSpendPerEpHosp,Claim_DurableMedicalEquip,Claim_HomeHealthAg,Claim_Type_Hospice,Claim_Type_Inpatient,Claim_Type_Outpatient,Claim_SkilledNursFaclty,Claim_Type_Total
10018,CALLAHAN EYE HOSPITAL,AL,0.0,0,0,0,0,0,1,0
10018,CALLAHAN EYE HOSPITAL,AL,13842.0,0,0,0,0,0,0,1
10019,HELEN KELLER HOSPITAL,AL,862.6666666666666,0,0,0,0,0,0,0
10019,HELEN KELLER HOSPITAL,AL,24.666666666666668,1,0,0,0,0,0,0
10019,HELEN KELLER HOSPITAL,AL,350.6666666666667,0,1,0,0,0,0,0
10019,HELEN KELLER HOSPITAL,AL,59.666666666666664,0,0,1,0,0,0,0
10019,HELEN KELLER HOSPITAL,AL,3548.3333333333335,0,0,0,1,0,0,0
10019,HELEN KELLER HOSPITAL,AL,171.0,0,0,0,0,1,0,0
10019,HELEN KELLER HOSPITAL,AL,1256.0,0,0,0,0,0,1,0
10019,HELEN KELLER HOSPITAL,AL,18818.0,0,0,0,0,0,0,1
10021,DALE MEDICAL CENTER,AL,630.6666666666666,0,0,0,0,0,0,0
10021,DALE MEDICAL CENTER,AL,35.666666666666664,1,0,0,0,0,0,0
10021,DALE MEDICAL CENTER,AL,237.33333333333334,0,1,0,0,0,0,0
10021,DALE MEDICAL CENTER,AL,53.0,0,0,1,0,0,0,0
10021,DALE MEDICAL CENTER,AL,2987.3333333333335,0,0,0,1,0,0,0
10021,DALE MEDICAL CENTER,AL,152.66666666666666,0,0,0,0,1,0,0
10021,DALE MEDICAL CENTER,AL,811.0,0,0,0,0,0,1,0
10021,DALE MEDICAL CENTER,AL,14724.0,0,0,0,0,0,0,1
10022,CHEROKEE MEDICAL CENTER,AL,401.6666666666667,0,0,0,0,0,0,0
10022,CHEROKEE MEDICAL CENTER,AL,36.333333333333336,1,0,0,0,0,0,0
10022,CHEROKEE MEDICAL CENTER,AL,295.6666666666667,0,1,0,0,0,0,0
10022,CHEROKEE MEDICAL CENTER,AL,86.66666666666667,0,0,1,0,0,0,0
10022,CHEROKEE MEDICAL CENTER,AL,2690.3333333333335,0,0,0,1,0,0,0
10022,CHEROKEE MEDICAL CENTER,AL,153.33333333333334,0,0,0,0,1,0,0
10022,CHEROKEE MEDICAL CENTER,AL,492.3333333333333,0,0,0,0,0,1,0
10022,CHEROKEE MEDICAL CENTER,AL,12470.0,0,0,0,0,0,0,1
10023,BAPTIST MEDICAL CENTER SOUTH,AL,1122.3333333333333,0,0,0,0,0,0,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,93.33333333333333,1,0,0,0,0,0,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,266.0,0,1,0,0,0,0,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,28.333333333333332,0,0,1,0,0,0,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,4700.333333333333,0,0,0,1,0,0,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,303.0,0,0,0,0,1,0,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,715.0,0,0,0,0,0,1,0
10023,BAPTIST MEDICAL CENTER SOUTH,AL,21684.0,0,0,0,0,0,0,1
10024,JACKSON HOSPITAL & CLINIC INC,AL,1117.0,0,0,0,0,0,0,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,45.666666666666664,1,0,0,0,0,0,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,228.33333333333334,0,1,0,0,0,0,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,41.333333333333336,0,0,1,0,0,0,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,4669.666666666667,0,0,0,1,0,0,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,277.0,0,0,0,0,1,0,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,816.6666666666666,0,0,0,0,0,1,0
10024,JACKSON HOSPITAL & CLINIC INC,AL,21590.0,0,0,0,0,0,0,1
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,862.0,0,0,0,0,0,0,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,34.0,1,0,0,0,0,0,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,279.3333333333333,0,1,0,0,0,0,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,72.66666666666667,0,0,1,0,0,0,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,3990.3333333333335,0,0,0,1,0,0,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,245.66666666666666,0,0,0,0,1,0,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,556.3333333333334,0,0,0,0,0,1,0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,AL,18122.0,0,0,0,0,0,0,1
10032,WEDOWEE HOSPITAL,AL,409.0,0,0,0,0,0,0,0
10032,WEDOWEE HOSPITAL,AL,40.666666666666664,1,0,0,0,0,0,0
10032,WEDOWEE HOSPITAL,AL,300.6666666666667,0,1,0,0,0,0,0
10032,WEDOWEE HOSPITAL,AL,193.0,0,0,1,0,0,0,0
10032,WEDOWEE HOSPITAL,AL,2222.6666666666665,0,0,0,1,0,0,0
10032,WEDOWEE HOSPITAL,AL,139.0,0,0,0,0,1,0,0
10032,WEDOWEE HOSPITAL,AL,434.0,0,0,0,0,0,1,0
10032,WEDOWEE HOSPITAL,AL,11216.0,0,0,0,0,0,0,1
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,1124.0,0,0,0,0,0,0,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,73.66666666666667,1,0,0,0,0,0,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,285.3333333333333,0,1,0,0,0,0,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,43.333333333333336,0,0,1,0,0,0,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,5343.0,0,0,0,1,0,0,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,397.3333333333333,0,0,0,0,1,0,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,528.6666666666666,0,0,0,0,0,1,0
10033,UNIVERSITY OF ALABAMA HOSPITAL,AL,23386.0,0,0,0,0,0,0,1
10034,COMMUNITY HOSPITAL INC,AL,595.6666666666666,0,0,0,0,0,0,0
10034,COMMUNITY HOSPITAL INC,AL,19.0,1,0,0,0,0,0,0
10034,COMMUNITY HOSPITAL INC,AL,174.66666666666666,0,1,0,0,0,0,0
10034,COMMUNITY HOSPITAL INC,AL,37.666666666666664,0,0,1,0,0,0,0
10034,COMMUNITY HOSPITAL INC,AL,2804.6666666666665,0,0,0,1,0,0,0
10034,COMMUNITY HOSPITAL INC,AL,127.66666666666667,0,0,0,0,1,0,0
10034,COMMUNITY HOSPITAL INC,AL,1140.6666666666667,0,0,0,0,0,1,0
10034,COMMUNITY HOSPITAL INC,AL,14700.0,0,0,0,0,0,0,1
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,789.0,0,0,0,0,0,0,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,44.666666666666664,1,0,0,0,0,0,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,299.6666666666667,0,1,0,0,0,0,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,65.66666666666667,0,0,1,0,0,0,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,3228.0,0,0,0,1,0,0,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,156.33333333333334,0,0,0,0,1,0,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,1086.0,0,0,0,0,0,1,0
10035,CULLMAN REGIONAL MEDICAL CENTER,AL,17009.0,0,0,0,0,0,0,1
10036,ANDALUSIA REGIONAL HOSPITAL,AL,681.0,0,0,0,0,0,0,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,35.666666666666664,1,0,0,0,0,0,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,346.3333333333333,0,1,0,0,0,0,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,43.333333333333336,0,0,1,0,0,0,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,2970.3333333333335,0,0,0,1,0,0,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,194.33333333333334,0,0,0,0,1,0,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,824.0,0,0,0,0,0,1,0
10036,ANDALUSIA REGIONAL HOSPITAL,AL,15286.0,0,0,0,0,0,0,1
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,726.3333333333334,0,0,0,0,0,0,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,26.0,1,0,0,0,0,0,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,239.0,0,1,0,0,0,0,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,36.0,0,0,1,0,0,0,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,3084.3333333333335,0,0,0,1,0,0,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,148.0,0,0,0,0,1,0,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,632.0,0,0,0,0,0,1,0
10038,STRINGFELLOW MEMORIAL HOSPITAL,AL,14674.0,0,0,0,0,0,0,1
10039,HUNTSVILLE HOSPITAL,AL,1159.6666666666667,0,0,0,0,0,0,0
10039,HUNTSVILLE HOSPITAL,AL,50.666666666666664,1,0,0,0,0,0,0
10039,HUNTSVILLE HOSPITAL,AL,256.3333333333333,0,1,0,0,0,0,0
10039,HUNTSVILLE HOSPITAL,AL,44.666666666666664,0,0,1,0,0,0,0
10039,HUNTSVILLE HOSPITAL,AL,4330.0,0,0,0,1,0,0,0
10039,HUNTSVILLE HOSPITAL,AL,235.0,0,0,0,0,1,0,0
10039,HUNTSVILLE HOSPITAL,AL,910.6666666666666,0,0,0,0,0,1,0
10039,HUNTSVILLE HOSPITAL,AL,20961.0,0,0,0,0,0,0,1
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,1027.0,0,0,0,0,0,0,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,41.0,1,0,0,0,0,0,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,306.6666666666667,0,1,0,0,0,0,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,60.666666666666664,0,0,1,0,0,0,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,4450.666666666667,0,0,0,1,0,0,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,157.66666666666666,0,0,0,0,1,0,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,788.3333333333334,0,0,0,0,0,1,0
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,20494.0,0,0,0,0,0,0,1
10044,MARION REGIONAL MEDICAL CENTER,AL,357.0,0,0,0,0,0,0,0
10044,MARION REGIONAL MEDICAL CENTER,AL,24.333333333333332,1,0,0,0,0,0,0
10044,MARION REGIONAL MEDICAL CENTER,AL,435.3333333333333,0,1,0,0,0,0,0
10044,MARION REGIONAL MEDICAL CENTER,AL,42.0,0,0,1,0,0,0,0
10044,MARION REGIONAL MEDICAL CENTER,AL,2438.0,0,0,0,1,0,0,0
10044,MARION REGIONAL MEDICAL CENTER,AL,178.33333333333334,0,0,0,0,1,0,0
10044,MARION REGIONAL MEDICAL CENTER,AL,772.0,0,0,0,0,0,1,0
10044,MARION REGIONAL MEDICAL CENTER,AL,12741.0,0,0,0,0,0,0,1
10045,FAYETTE MEDICAL CENTER,AL,549.6666666666666,0,0,0,0,0,0,0
10045,FAYETTE MEDICAL CENTER,AL,42.0,1,0,0,0,0,0,0
10045,FAYETTE MEDICAL CENTER,AL,314.6666666666667,0,1,0,0,0,0,0
10045,FAYETTE MEDICAL CENTER,AL,78.33333333333333,0,0,1,0,0,0,0
10045,FAYETTE MEDICAL CENTER,AL,2935.3333333333335,0,0,0,1,0,0,0
10045,FAYETTE MEDICAL CENTER,AL,108.0,0,0,0,0,1,0,0
10045,FAYETTE MEDICAL CENTER,AL,902.3333333333334,0,0,0,0,0,1,0
10045,FAYETTE MEDICAL CENTER,AL,14791.0,0,0,0,0,0,0,1
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,816.0,0,0,0,0,0,0,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,26.0,1,0,0,0,0,0,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,227.0,0,1,0,0,0,0,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,60.666666666666664,0,0,1,0,0,0,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,3725.3333333333335,0,0,0,1,0,0,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,176.33333333333334,0,0,0,0,1,0,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,621.6666666666666,0,0,0,0,0,1,0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,16958.0,0,0,0,0,0,0,1
10047,GEORGIANA MEDICAL CENTER,AL,349.6666666666667,0,0,0,0,0,0,0
10047,GEORGIANA MEDICAL CENTER,AL,26.333333333333332,1,0,0,0,0,0,0
10047,GEORGIANA MEDICAL CENTER,AL,216.66666666666666,0,1,0,0,0,0,0
10047,GEORGIANA MEDICAL CENTER,AL,44.666666666666664,0,0,1,0,0,0,0
10047,GEORGIANA MEDICAL CENTER,AL,2018.0,0,0,0,1,0,0,0
10047,GEORGIANA MEDICAL CENTER,AL,202.33333333333334,0,0,0,0,1,0,0
10047,GEORGIANA MEDICAL CENTER,AL,1045.0,0,0,0,0,0,1,0
10047,GEORGIANA MEDICAL CENTER,AL,11705.0,0,0,0,0,0,0,1
10049,MEDICAL CENTER ENTERPRISE,AL,709.6666666666666,0,0,0,0,0,0,0
10049,MEDICAL CENTER ENTERPRISE,AL,42.0,1,0,0,0,0,0,0
10049,MEDICAL CENTER ENTERPRISE,AL,581.0,0,1,0,0,0,0,0
10049,MEDICAL CENTER ENTERPRISE,AL,45.333333333333336,0,0,1,0,0,0,0
10049,MEDICAL CENTER ENTERPRISE,AL,3401.6666666666665,0,0,0,1,0,0,0
10049,MEDICAL CENTER ENTERPRISE,AL,105.66666666666667,0,0,0,0,1,0,0
10049,MEDICAL CENTER ENTERPRISE,AL,898.3333333333334,0,0,0,0,0,1,0
10049,MEDICAL CENTER ENTERPRISE,AL,17350.0,0,0,0,0,0,0,1
10051,GREENE COUNTY HOSPITAL,AL,393.3333333333333,0,0,0,0,0,0,0
10051,GREENE COUNTY HOSPITAL,AL,31.0,1,0,0,0,0,0,0
10051,GREENE COUNTY HOSPITAL,AL,146.66666666666666,0,1,0,0,0,0,0
10051,GREENE COUNTY HOSPITAL,AL,0.0,0,0,1,0,0,0,0
10051,GREENE COUNTY HOSPITAL,AL,2182.0,0,0,0,1,0,0,0
10051,GREENE COUNTY HOSPITAL,AL,258.6666666666667,0,0,0,0,1,0,0
10051,GREENE COUNTY HOSPITAL,AL,804.3333333333334,0,0,0,0,0,1,0
10051,GREENE COUNTY HOSPITAL,AL,11450.0,0,0,0,0,0,0,1
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,387.0,0,0,0,0,0,0,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,16.666666666666668,1,0,0,0,0,0,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,283.0,0,1,0,0,0,0,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,84.33333333333333,0,0,1,0,0,0,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,2189.0,0,0,0,1,0,0,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,230.66666666666666,0,0,0,0,1,0,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,458.0,0,0,0,0,0,1,0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,10946.0,0,0,0,0,0,0,1
10055,FLOWERS HOSPITAL,AL,1018.3333333333334,0,0,0,0,0,0,0
10055,FLOWERS HOSPITAL,AL,58.0,1,0,0,0,0,0,0
10055,FLOWERS HOSPITAL,AL,384.6666666666667,0,1,0,0,0,0,0
10055,FLOWERS HOSPITAL,AL,49.666666666666664,0,0,1,0,0,0,0
10055,FLOWERS HOSPITAL,AL,4156.666666666667,0,0,0,1,0,0,0
10055,FLOWERS HOSPITAL,AL,215.0,0,0,0,0,1,0,0
10055,FLOWERS HOSPITAL,AL,721.3333333333334,0,0,0,0,0,1,0
10055,FLOWERS HOSPITAL,AL,19810.0,0,0,0,0,0,0,1
10056,ST VINCENT'S BIRMINGHAM,AL,1133.3333333333333,0,0,0,0,0,0,0
10056,ST VINCENT'S BIRMINGHAM,AL,50.0,1,0,0,0,0,0,0
10056,ST VINCENT'S BIRMINGHAM,AL,354.0,0,1,0,0,0,0,0
10056,ST VINCENT'S BIRMINGHAM,AL,60.333333333333336,0,0,1,0,0,0,0
10056,ST VINCENT'S BIRMINGHAM,AL,4659.666666666667,0,0,0,1,0,0,0
10056,ST VINCENT'S BIRMINGHAM,AL,175.33333333333334,0,0,0,0,1,0,0
10056,ST VINCENT'S BIRMINGHAM,AL,757.0,0,0,0,0,0,1,0
10056,ST VINCENT'S BIRMINGHAM,AL,21567.0,0,0,0,0,0,0,1
10058,BIBB MEDICAL CENTER,AL,367.0,0,0,0,0,0,0,0
10058,BIBB MEDICAL CENTER,AL,4.666666666666667,1,0,0,0,0,0,0
10058,BIBB MEDICAL CENTER,AL,93.66666666666667,0,1,0,0,0,0,0
10058,BIBB MEDICAL CENTER,AL,21.666666666666668,0,0,1,0,0,0,0
10058,BIBB MEDICAL CENTER,AL,2297.0,0,0,0,1,0,0,0
10058,BIBB MEDICAL CENTER,AL,214.33333333333334,0,0,0,0,1,0,0
10058,BIBB MEDICAL CENTER,AL,1839.6666666666667,0,0,0,0,0,1,0
10058,BIBB MEDICAL CENTER,AL,14513.0,0,0,0,0,0,0,1
10059,LAWRENCE MEDICAL CENTER,AL,657.6666666666666,0,0,0,0,0,0,0
10059,LAWRENCE MEDICAL CENTER,AL,27.0,1,0,0,0,0,0,0
10059,LAWRENCE MEDICAL CENTER,AL,290.6666666666667,0,1,0,0,0,0,0
10059,LAWRENCE MEDICAL CENTER,AL,42.0,0,0,1,0,0,0,0
10059,LAWRENCE MEDICAL CENTER,AL,2576.3333333333335,0,0,0,1,0,0,0
10059,LAWRENCE MEDICAL CENTER,AL,154.66666666666666,0,0,0,0,1,0,0
10059,LAWRENCE MEDICAL CENTER,AL,1238.3333333333333,0,0,0,0,0,1,0
10059,LAWRENCE MEDICAL CENTER,AL,14961.0,0,0,0,0,0,0,1
10061,HIGHLANDS MEDICAL CENTER,AL,549.0,0,0,0,0,0,0,0
10061,HIGHLANDS MEDICAL CENTER,AL,26.666666666666668,1,0,0,0,0,0,0
10061,HIGHLANDS MEDICAL CENTER,AL,231.33333333333334,0,1,0,0,0,0,0
10061,HIGHLANDS MEDICAL CENTER,AL,103.0,0,0,1,0,0,0,0
10061,HIGHLANDS MEDICAL CENTER,AL,2560.6666666666665,0,0,0,1,0,0,0
10061,HIGHLANDS MEDICAL CENTER,AL,242.0,0,0,0,0,1,0,0
10061,HIGHLANDS MEDICAL CENTER,AL,1163.6666666666667,0,0,0,0,0,1,0
10061,HIGHLANDS MEDICAL CENTER,AL,14628.0,0,0,0,0,0,0,1
10062,WIREGRASS MEDICAL CENTER,AL,558.0,0,0,0,0,0,0,0
10062,WIREGRASS MEDICAL CENTER,AL,28.666666666666668,1,0,0,0,0,0,0
10062,WIREGRASS MEDICAL CENTER,AL,340.6666666666667,0,1,0,0,0,0,0
10062,WIREGRASS MEDICAL CENTER,AL,55.666666666666664,0,0,1,0,0,0,0
10062,WIREGRASS MEDICAL CENTER,AL,2396.0,0,0,0,1,0,0,0
10062,WIREGRASS MEDICAL CENTER,AL,112.33333333333333,0,0,0,0,1,0,0
10062,WIREGRASS MEDICAL CENTER,AL,878.3333333333334,0,0,0,0,0,1,0
10062,WIREGRASS MEDICAL CENTER,AL,13109.0,0,0,0,0,0,0,1
10065,RUSSELL HOSPITAL,AL,905.0,0,0,0,0,0,0,0
10065,RUSSELL HOSPITAL,AL,31.333333333333332,1,0,0,0,0,0,0
10065,RUSSELL HOSPITAL,AL,288.3333333333333,0,1,0,0,0,0,0
10065,RUSSELL HOSPITAL,AL,73.33333333333333,0,0,1,0,0,0,0
10065,RUSSELL HOSPITAL,AL,3548.3333333333335,0,0,0,1,0,0,0
10065,RUSSELL HOSPITAL,AL,366.0,0,0,0,0,1,0,0
10065,RUSSELL HOSPITAL,AL,971.6666666666666,0,0,0,0,0,1,0
10065,RUSSELL HOSPITAL,AL,18551.0,0,0,0,0,0,0,1
10069,MEDICAL CENTER BARBOUR,AL,666.6666666666666,0,0,0,0,0,0,0
10069,MEDICAL CENTER BARBOUR,AL,48.0,1,0,0,0,0,0,0
