Provider_ID,Hospital_Name,State,Period,AvgSpendPerEpHosp
10040,GADSDEN REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,1592.2857142857142
10044,MARION REGIONAL MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,858.7142857142857
10044,MARION REGIONAL MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,46.285714285714285
10044,MARION REGIONAL MEDICAL CENTER,AL,Complete Episode,12741.0
10044,MARION REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,915.1428571428571
10045,FAYETTE MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1024.0
10045,FAYETTE MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,60.42857142857143
10045,FAYETTE MEDICAL CENTER,AL,Complete Episode,14791.0
10045,FAYETTE MEDICAL CENTER,AL,During Index Hospital Admission,1028.5714285714287
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1010.2857142857143
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,78.28571428571429
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,Complete Episode,16958.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,1334.142857142857
10047,GEORGIANA MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,878.2857142857143
10047,GEORGIANA MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,34.57142857142857
10047,GEORGIANA MEDICAL CENTER,AL,Complete Episode,11705.0
10047,GEORGIANA MEDICAL CENTER,AL,During Index Hospital Admission,759.7142857142857
10049,MEDICAL CENTER ENTERPRISE,AL,1 through 30 days After Discharge from Index Hospital Admission,1184.0
10049,MEDICAL CENTER ENTERPRISE,AL,1 to 3 days Prior to Index Hospital Admission,62.142857142857146
10049,MEDICAL CENTER ENTERPRISE,AL,Complete Episode,17350.0
10049,MEDICAL CENTER ENTERPRISE,AL,During Index Hospital Admission,1232.5714285714287
10051,GREENE COUNTY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,753.8571428571429
10051,GREENE COUNTY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,44.57142857142857
10051,GREENE COUNTY HOSPITAL,AL,Complete Episode,11450.0
10051,GREENE COUNTY HOSPITAL,AL,During Index Hospital Admission,837.0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,711.7142857142857
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,42.142857142857146
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,Complete Episode,10946.0
10052,LAKE MARTIN COMMUNITY HOSPITAL,AL,During Index Hospital Admission,809.8571428571429
10055,FLOWERS HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1160.4285714285713
10055,FLOWERS HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,86.71428571428571
10055,FLOWERS HOSPITAL,AL,Complete Episode,19810.0
10055,FLOWERS HOSPITAL,AL,During Index Hospital Admission,1583.0
10056,ST VINCENT'S BIRMINGHAM,AL,1 through 30 days After Discharge from Index Hospital Admission,1207.4285714285713
10056,ST VINCENT'S BIRMINGHAM,AL,1 to 3 days Prior to Index Hospital Admission,86.57142857142857
10056,ST VINCENT'S BIRMINGHAM,AL,Complete Episode,21567.0
10056,ST VINCENT'S BIRMINGHAM,AL,During Index Hospital Admission,1787.2857142857142
10058,BIBB MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1227.0
10058,BIBB MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,39.42857142857143
10058,BIBB MEDICAL CENTER,AL,Complete Episode,14513.0
10058,BIBB MEDICAL CENTER,AL,During Index Hospital Admission,807.0
10059,LAWRENCE MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1103.2857142857142
10059,LAWRENCE MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,60.285714285714285
10059,LAWRENCE MEDICAL CENTER,AL,Complete Episode,14961.0
10059,LAWRENCE MEDICAL CENTER,AL,During Index Hospital Admission,973.5714285714286
10061,HIGHLANDS MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1054.7142857142858
10061,HIGHLANDS MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,63.0
10061,HIGHLANDS MEDICAL CENTER,AL,Complete Episode,14628.0
10061,HIGHLANDS MEDICAL CENTER,AL,During Index Hospital Admission,972.1428571428571
10062,WIREGRASS MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,924.5714285714286
10062,WIREGRASS MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,45.0
10062,WIREGRASS MEDICAL CENTER,AL,Complete Episode,13109.0
10062,WIREGRASS MEDICAL CENTER,AL,During Index Hospital Admission,903.1428571428571
10065,RUSSELL HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1265.7142857142858
10065,RUSSELL HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,84.14285714285714
10065,RUSSELL HOSPITAL,AL,Complete Episode,18551.0
10065,RUSSELL HOSPITAL,AL,During Index Hospital Admission,1300.4285714285713
10069,MEDICAL CENTER BARBOUR,AL,1 through 30 days After Discharge from Index Hospital Admission,948.8571428571429
10069,MEDICAL CENTER BARBOUR,AL,1 to 3 days Prior to Index Hospital Admission,64.71428571428571
10069,MEDICAL CENTER BARBOUR,AL,Complete Episode,13663.0
10069,MEDICAL CENTER BARBOUR,AL,During Index Hospital Admission,938.0
10073,CLAY COUNTY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,909.4285714285714
10073,CLAY COUNTY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,34.857142857142854
10073,CLAY COUNTY HOSPITAL,AL,Complete Episode,13057.0
10073,CLAY COUNTY HOSPITAL,AL,During Index Hospital Admission,920.8571428571429
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1243.7142857142858
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,87.0
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,Complete Episode,19403.0
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,1441.0
10079,ATHENS LIMESTONE HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1053.5714285714287
10079,ATHENS LIMESTONE HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,74.14285714285714
10079,ATHENS LIMESTONE HOSPITAL,AL,Complete Episode,16695.0
10079,ATHENS LIMESTONE HOSPITAL,AL,During Index Hospital Admission,1257.2857142857142
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1043.2857142857142
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,86.28571428571429
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,Complete Episode,17020.0
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,1301.857142857143
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,1 through 30 days After Discharge from Index Hospital Admission,1151.2857142857142
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,1 to 3 days Prior to Index Hospital Admission,61.142857142857146
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,Complete Episode,17605.0
10085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,During Index Hospital Admission,1302.7142857142858
10086,NORTHWEST MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1012.0
10086,NORTHWEST MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,72.57142857142857
10086,NORTHWEST MEDICAL CENTER,AL,Complete Episode,14164.0
10086,NORTHWEST MEDICAL CENTER,AL,During Index Hospital Admission,938.8571428571429
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1134.7142857142858
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,110.0
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,AL,Complete Episode,21875.0
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,AL,During Index Hospital Admission,1880.142857142857
10089,WALKER BAPTIST MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1043.142857142857
10089,WALKER BAPTIST MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,87.14285714285714
10089,WALKER BAPTIST MEDICAL CENTER,AL,Complete Episode,17182.0
10089,WALKER BAPTIST MEDICAL CENTER,AL,During Index Hospital Admission,1324.4285714285713
10090,PROVIDENCE HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1037.0
10090,PROVIDENCE HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,92.0
10090,PROVIDENCE HOSPITAL,AL,Complete Episode,20024.0
10090,PROVIDENCE HOSPITAL,AL,During Index Hospital Admission,1731.7142857142858
10091,GROVE HILL MEMORIAL HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,628.5714285714286
10091,GROVE HILL MEMORIAL HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,59.42857142857143
10091,GROVE HILL MEMORIAL HOSPITAL,AL,Complete Episode,10393.0
10091,GROVE HILL MEMORIAL HOSPITAL,AL,During Index Hospital Admission,797.0
10092,D C H REGIONAL MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1152.857142857143
10092,D C H REGIONAL MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,94.0
10092,D C H REGIONAL MEDICAL CENTER,AL,Complete Episode,19331.0
10092,D C H REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,1514.7142857142858
10095,HALE COUNTY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1090.0
10095,HALE COUNTY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,52.714285714285715
10095,HALE COUNTY HOSPITAL,AL,Complete Episode,13650.0
10095,HALE COUNTY HOSPITAL,AL,During Index Hospital Admission,807.2857142857143
10097,ELMORE COMMUNITY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,917.1428571428571
10097,ELMORE COMMUNITY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,37.142857142857146
10097,ELMORE COMMUNITY HOSPITAL,AL,Complete Episode,13002.0
10097,ELMORE COMMUNITY HOSPITAL,AL,During Index Hospital Admission,902.8571428571429
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,964.1428571428571
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,54.857142857142854
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,Complete Episode,13185.0
10099,D W MCMILLAN MEMORIAL HOSPITAL,AL,During Index Hospital Admission,864.7142857142857
10100,THOMAS HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1001.8571428571429
10100,THOMAS HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,86.85714285714286
10100,THOMAS HOSPITAL,AL,Complete Episode,19067.0
10100,THOMAS HOSPITAL,AL,During Index Hospital Admission,1635.142857142857
10101,CITIZENS BMC,AL,1 through 30 days After Discharge from Index Hospital Admission,1069.2857142857142
10101,CITIZENS BMC,AL,1 to 3 days Prior to Index Hospital Admission,83.14285714285714
10101,CITIZENS BMC,AL,Complete Episode,15154.0
10101,CITIZENS BMC,AL,During Index Hospital Admission,1012.4285714285714
10102,J PAUL JONES HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,904.7142857142857
10102,J PAUL JONES HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,50.857142857142854
10102,J PAUL JONES HOSPITAL,AL,Complete Episode,11538.0
10102,J PAUL JONES HOSPITAL,AL,During Index Hospital Admission,692.5714285714286
10103,BAPTIST MEDICAL CENTER-PRINCETON,AL,1 through 30 days After Discharge from Index Hospital Admission,1155.2857142857142
10103,BAPTIST MEDICAL CENTER-PRINCETON,AL,1 to 3 days Prior to Index Hospital Admission,103.28571428571429
10103,BAPTIST MEDICAL CENTER-PRINCETON,AL,Complete Episode,22272.0
10103,BAPTIST MEDICAL CENTER-PRINCETON,AL,During Index Hospital Admission,1923.2857142857142
10104,GRANDVIEW MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1054.2857142857142
10104,GRANDVIEW MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,92.57142857142857
10104,GRANDVIEW MEDICAL CENTER,AL,Complete Episode,20663.0
10104,GRANDVIEW MEDICAL CENTER,AL,During Index Hospital Admission,1804.857142857143
10108,PRATTVILLE BAPTIST HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,909.1428571428571
10108,PRATTVILLE BAPTIST HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,66.0
10108,PRATTVILLE BAPTIST HOSPITAL,AL,Complete Episode,14011.0
10108,PRATTVILLE BAPTIST HOSPITAL,AL,During Index Hospital Admission,1026.5714285714287
10109,PICKENS COUNTY MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,703.1428571428571
10109,PICKENS COUNTY MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,48.714285714285715
10109,PICKENS COUNTY MEDICAL CENTER,AL,Complete Episode,11069.0
10109,PICKENS COUNTY MEDICAL CENTER,AL,During Index Hospital Admission,829.4285714285714
10110,BULLOCK COUNTY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,934.2857142857143
10110,BULLOCK COUNTY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,52.0
10110,BULLOCK COUNTY HOSPITAL,AL,Complete Episode,12507.0
10110,BULLOCK COUNTY HOSPITAL,AL,During Index Hospital Admission,800.2857142857143
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,965.0
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,37.142857142857146
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,AL,Complete Episode,13065.0
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,AL,During Index Hospital Admission,864.0
10113,MOBILE INFIRMARY MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,1069.142857142857
10113,MOBILE INFIRMARY MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,107.28571428571429
10113,MOBILE INFIRMARY MEDICAL CENTER,AL,Complete Episode,20045.0
10113,MOBILE INFIRMARY MEDICAL CENTER,AL,During Index Hospital Admission,1687.0
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,AL,1 through 30 days After Discharge from Index Hospital Admission,1179.857142857143
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,AL,1 to 3 days Prior to Index Hospital Admission,79.85714285714286
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,AL,Complete Episode,18300.0
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,AL,During Index Hospital Admission,1354.4285714285713
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,1 through 30 days After Discharge from Index Hospital Admission,1014.2857142857143
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,1 to 3 days Prior to Index Hospital Admission,60.285714285714285
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,Complete Episode,15427.0
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,During Index Hospital Admission,1129.4285714285713
10120,MONROE COUNTY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,1043.142857142857
10120,MONROE COUNTY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,68.28571428571429
10120,MONROE COUNTY HOSPITAL,AL,Complete Episode,14026.0
10120,MONROE COUNTY HOSPITAL,AL,During Index Hospital Admission,892.2857142857143
10125,LAKELAND COMMUNITY HOSPITAL,AL,1 through 30 days After Discharge from Index Hospital Admission,860.5714285714286
10125,LAKELAND COMMUNITY HOSPITAL,AL,1 to 3 days Prior to Index Hospital Admission,37.0
10125,LAKELAND COMMUNITY HOSPITAL,AL,Complete Episode,11983.0
10125,LAKELAND COMMUNITY HOSPITAL,AL,During Index Hospital Admission,814.4285714285714
10126,TROY REGIONAL MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,966.0
10126,TROY REGIONAL MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,66.85714285714286
10126,TROY REGIONAL MEDICAL CENTER,AL,Complete Episode,14410.0
10126,TROY REGIONAL MEDICAL CENTER,AL,During Index Hospital Admission,1025.857142857143
10128,JACKSON MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,712.8571428571429
10128,JACKSON MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,44.142857142857146
10128,JACKSON MEDICAL CENTER,AL,Complete Episode,11261.0
10128,JACKSON MEDICAL CENTER,AL,During Index Hospital Admission,851.8571428571429
10129,NORTH BALDWIN INFIRMARY,AL,1 through 30 days After Discharge from Index Hospital Admission,855.2857142857143
10129,NORTH BALDWIN INFIRMARY,AL,1 to 3 days Prior to Index Hospital Admission,76.28571428571429
10129,NORTH BALDWIN INFIRMARY,AL,Complete Episode,13967.0
10129,NORTH BALDWIN INFIRMARY,AL,During Index Hospital Admission,1063.857142857143
10130,ST VINCENT'S ST CLAIR,AL,1 through 30 days After Discharge from Index Hospital Admission,957.1428571428571
10130,ST VINCENT'S ST CLAIR,AL,1 to 3 days Prior to Index Hospital Admission,56.57142857142857
10130,ST VINCENT'S ST CLAIR,AL,Complete Episode,14102.0
10130,ST VINCENT'S ST CLAIR,AL,During Index Hospital Admission,1000.8571428571429
10131,CRESTWOOD MEDICAL CENTER,AL,1 through 30 days After Discharge from Index Hospital Admission,963.2857142857143
10131,CRESTWOOD MEDICAL CENTER,AL,1 to 3 days Prior to Index Hospital Admission,67.71428571428571
10131,CRESTWOOD MEDICAL CENTER,AL,Complete Episode,19304.0
10131,CRESTWOOD MEDICAL CENTER,AL,During Index Hospital Admission,1726.7142857142858
